Unnamed: 0,country,year,iso_code,population,gdp,cement_co2,cement_co2_per_capita,co2,co2_growth_abs,co2_growth_prct,co2_including_luc,co2_including_luc_growth_abs,co2_including_luc_growth_prct,co2_including_luc_per_capita,co2_including_luc_per_gdp,co2_including_luc_per_unit_energy,co2_per_capita,co2_per_gdp,co2_per_unit_energy,coal_co2,coal_co2_per_capita,consumption_co2,consumption_co2_per_capita,consumption_co2_per_gdp,cumulative_cement_co2,cumulative_co2,cumulative_co2_including_luc,cumulative_coal_co2,cumulative_flaring_co2,cumulative_gas_co2,cumulative_luc_co2,cumulative_oil_co2,cumulative_other_co2,energy_per_capita,energy_per_gdp,flaring_co2,flaring_co2_per_capita,gas_co2,gas_co2_per_capita,ghg_excluding_lucf_per_capita,ghg_per_capita,land_use_change_co2,land_use_change_co2_per_capita,methane,methane_per_capita,nitrous_oxide,nitrous_oxide_per_capita,oil_co2,oil_co2_per_capita,other_co2_per_capita,other_industry_co2,primary_energy_consumption,share_global_cement_co2,share_global_co2,share_global_co2_including_luc,share_global_coal_co2,share_global_cumulative_cement_co2,share_global_cumulative_co2,share_global_cumulative_co2_including_luc,share_global_cumulative_coal_co2,share_global_cumulative_flaring_co2,share_global_cumulative_gas_co2,share_global_cumulative_luc_co2,share_global_cumulative_oil_co2,share_global_cumulative_other_co2,share_global_flaring_co2,share_global_gas_co2,share_global_luc_co2,share_global_oil_co2,share_global_other_co2,share_of_temperature_change_from_ghg,temperature_change_from_ch4,temperature_change_from_co2,temperature_change_from_ghg,temperature_change_from_n2o,total_ghg,total_ghg_excluding_lucf,trade_co2,trade_co2_share
2271,Argentina,1981,ARG,28463957,349782016000,3.323,0.117,101.969,-6.688,-6.155,147.343,-8.765,-5.615,5.176,0.421,0.322,3.582,0.292,0.223,2.957,0.104,,,,70.341,2672.337,11727.814,395.306,64.183,284.966,9127.823,1857.541,,16085.102,1.309,5.144,0.181,20.485,0.72,4.516,9.998,45.375,1.594,118.673,4.169,33.592,1.18,70.059,2.461,,,457.964,0.818,0.536,0.618,0.042,0.853,0.43,0.958,0.108,0.998,0.567,1.505,0.97,,2.169,0.733,0.939,0.82,,1.402,0.005,0.006,0.012,0.001,284.574,128.532,,
2272,Argentina,1982,ARG,28924269,338761515008,2.815,0.097,103.351,1.383,1.356,148.151,0.808,0.549,5.122,0.437,0.318,3.573,0.305,0.222,2.66,0.092,,,,73.156,2775.688,11875.966,397.966,69.778,308.214,9172.623,1926.573,,16129.603,1.377,5.595,0.193,23.249,0.804,4.521,9.78,44.8,1.549,117.163,4.051,33.446,1.156,69.032,2.387,,,466.513,0.696,0.548,0.633,0.037,0.846,0.433,0.952,0.107,1.047,0.582,1.501,0.964,,2.375,0.851,0.986,0.827,,1.391,0.005,0.006,0.012,0.001,282.869,130.775,,
2273,Argentina,1983,ARG,29391333,350706597888,2.818,0.096,105.142,1.791,1.733,149.939,1.788,1.207,5.101,0.428,0.309,3.577,0.3,0.216,2.191,0.075,,,,75.974,2880.83,12025.906,400.158,74.973,334.478,9217.42,1995.247,,16535.426,1.385,5.196,0.177,26.264,0.894,4.558,9.815,44.797,1.524,120.066,4.085,33.85,1.152,68.674,2.337,,,485.764,0.681,0.554,0.631,0.03,0.838,0.437,0.946,0.106,1.09,0.6,1.496,0.959,,2.441,0.951,0.936,0.832,,1.383,0.005,0.006,0.012,0.001,288.464,133.965,,
2274,Argentina,1984,ARG,29863091,357844353024,2.618,0.088,106.452,1.31,1.246,150.779,0.839,0.56,5.049,0.421,0.309,3.565,0.297,0.218,2.147,0.072,,,,78.591,2987.281,12176.684,402.305,82.122,361.779,9261.748,2062.484,,16336.176,1.362,7.149,0.239,27.301,0.914,4.555,9.791,44.327,1.484,121.29,4.062,34.038,1.14,67.237,2.251,,,487.344,0.621,0.542,0.596,0.028,0.829,0.44,0.939,0.104,1.162,0.616,1.49,0.953,,3.828,0.907,0.786,0.808,,1.373,0.005,0.006,0.012,0.001,292.39,136.013,,
2275,Argentina,1985,ARG,30336448,334171439104,2.325,0.077,100.531,-5.92,-5.562,143.956,-6.823,-4.525,4.745,0.431,0.299,3.314,0.301,0.209,2.774,0.091,,,,80.916,3087.812,12320.641,405.078,88.31,390.588,9305.173,2122.919,,15901.774,1.441,6.188,0.204,28.809,0.95,4.288,9.272,43.425,1.431,120.626,3.976,33.567,1.107,60.435,1.992,,,481.619,0.546,0.495,0.562,0.034,0.816,0.441,0.932,0.103,1.218,0.632,1.484,0.944,,3.399,0.923,0.821,0.726,,1.361,0.005,0.006,0.012,0.001,281.289,130.077,,
2276,Argentina,1986,ARG,30811983,358634684416,2.789,0.091,104.15,3.619,3.6,146.849,2.893,2.009,4.766,0.409,0.289,3.38,0.29,0.205,3.393,0.11,,,,83.705,3191.963,12467.49,408.471,93.114,421.553,9347.872,2185.12,,16549.99,1.419,4.804,0.156,30.964,1.005,4.356,9.21,42.699,1.386,119.073,3.864,33.074,1.073,62.2,2.019,,,508.885,0.631,0.505,0.562,0.041,0.809,0.443,0.925,0.101,1.255,0.65,1.478,0.936,,2.82,1.016,0.773,0.726,,1.348,0.005,0.006,0.012,0.001,283.787,134.208,,
2277,Argentina,1987,ARG,31291764,367893610496,3.169,0.101,114.877,10.727,10.3,157.474,10.625,7.236,5.032,0.428,0.296,3.671,0.312,0.216,3.778,0.121,,,,86.875,3306.84,12624.964,412.249,97.892,458.251,9390.468,2251.573,,17037.08,1.446,4.778,0.153,36.699,1.173,4.649,9.421,42.597,1.361,117.286,3.748,32.828,1.049,66.454,2.124,,,531.837,0.69,0.541,0.592,0.044,0.804,0.446,0.918,0.1,1.291,0.672,1.472,0.93,,2.919,1.109,0.798,0.769,,1.336,0.005,0.007,0.012,0.001,294.797,145.489,,
2278,Argentina,1988,ARG,31780533,360921169920,3.047,0.096,121.405,6.528,5.682,161.914,4.44,2.819,5.095,0.449,0.299,3.82,0.336,0.225,4.023,0.127,,,,89.921,3428.245,12786.877,416.272,103.762,500.484,9430.978,2317.806,,17062.936,1.498,5.87,0.185,42.233,1.329,4.833,9.692,40.509,1.275,120.323,3.786,32.921,1.036,66.232,2.084,,,540.738,0.631,0.55,0.594,0.045,0.796,0.449,0.912,0.099,1.336,0.698,1.467,0.924,,3.149,1.218,0.783,0.739,,1.324,0.005,0.007,0.013,0.001,308.005,153.599,,
2279,Argentina,1989,ARG,32270958,338520801280,2.253,0.07,117.02,-4.384,-3.611,157.127,-4.787,-2.956,4.869,0.464,0.301,3.626,0.346,0.224,4.144,0.128,,,,92.174,3545.265,12944.005,420.416,110.023,545.093,9471.085,2377.559,,16211.047,1.54,6.262,0.194,44.609,1.382,4.647,9.576,40.107,1.243,121.828,3.775,32.63,1.011,59.753,1.852,,,521.441,0.457,0.523,0.575,0.047,0.782,0.451,0.906,0.098,1.389,0.724,1.462,0.914,,4.126,1.225,0.81,0.655,,1.313,0.005,0.007,0.013,0.001,309.019,149.972,,
2280,Argentina,1990,ARG,32755907,338751160320,1.822,0.056,112.149,-4.872,-4.163,152.031,-5.096,-3.243,4.641,0.449,0.296,3.424,0.331,0.219,3.14,0.096,112.985,3.449,0.334,93.996,3657.414,13096.036,423.556,114.808,588.306,9510.967,2436.747,,15718.703,1.514,4.785,0.146,43.213,1.319,4.429,9.535,39.882,1.218,122.548,3.741,33.238,1.015,59.188,1.807,,,513.022,0.369,0.493,0.549,0.036,0.765,0.452,0.899,0.097,1.404,0.744,1.457,0.905,,1.849,1.135,0.801,0.64,,1.304,0.005,0.007,0.013,0.001,312.334,145.081,0.836,0.745
2281,Argentina,1991,ARG,33230292,376057921536,2.196,0.066,117.755,5.606,4.999,201.19,49.159,32.335,6.054,0.535,0.386,3.544,0.313,0.226,2.939,0.088,121.405,3.653,0.323,96.192,3775.169,13297.226,426.494,118.912,635.59,9594.401,2497.98,,15747.927,1.386,4.104,0.123,47.284,1.423,4.557,10.412,83.435,2.511,122.05,3.673,33.181,0.999,61.233,1.843,,,521.347,0.432,0.508,0.715,0.034,0.752,0.454,0.895,0.095,1.407,0.766,1.458,0.895,,1.497,1.222,1.679,0.631,,1.295,0.005,0.007,0.013,0.001,346.004,151.415,3.65,3.099
2282,Argentina,1992,ARG,33693532,416679821312,2.495,0.074,121.535,3.78,3.21,176.526,-24.664,-12.259,5.239,0.424,0.316,3.607,0.292,0.217,3.107,0.092,128.623,3.817,0.309,98.687,3896.703,13473.751,429.602,122.91,683.893,9649.393,2561.612,,16661.842,1.342,3.997,0.119,48.303,1.434,4.644,10.163,54.991,1.632,124.153,3.685,34.01,1.009,63.633,1.889,,,559.309,0.471,0.539,0.635,0.037,0.741,0.456,0.89,0.094,1.413,0.787,1.455,0.889,,1.653,1.232,1.046,0.691,,1.287,0.005,0.007,0.013,0.001,342.419,156.476,7.088,5.832
2283,Argentina,1993,ARG,34152718,444780249088,2.761,0.081,118.001,-3.534,-2.908,162.166,-14.36,-8.135,4.748,0.365,0.281,3.455,0.265,0.204,2.528,0.074,123.941,3.629,0.279,101.448,4014.705,13635.917,432.13,127.662,724.7,9693.558,2628.764,,16981.766,1.299,4.752,0.139,40.807,1.195,4.52,9.818,44.164,1.293,123.987,3.63,33.645,0.985,67.152,1.966,,,577.843,0.5,0.519,0.585,0.03,0.731,0.458,0.885,0.093,1.43,0.797,1.451,0.884,,2.033,1.014,0.888,0.729,,1.278,0.005,0.007,0.013,0.001,335.297,154.36,5.939,5.033
2284,Argentina,1994,ARG,34613491,472926748672,3.05,0.088,118.469,0.468,0.397,161.877,-0.288,-0.178,4.677,0.342,0.266,3.423,0.251,0.195,3.561,0.103,124.142,3.587,0.262,104.498,4133.174,13797.794,435.691,129.64,767.377,9736.965,2695.968,,17651.035,1.287,1.978,0.057,42.677,1.233,4.511,9.759,43.408,1.254,125.816,3.635,34.684,1.002,67.203,1.942,,,608.761,0.517,0.515,0.56,0.042,0.723,0.459,0.879,0.092,1.402,0.808,1.445,0.879,,0.629,1.051,0.737,0.726,,1.269,0.005,0.007,0.013,0.001,337.789,156.153,5.672,4.788
2285,Argentina,1995,ARG,35070016,461601013760,2.621,0.075,125.277,6.807,5.746,168.946,7.069,4.367,4.817,0.366,0.269,3.572,0.271,0.199,3.741,0.107,128.374,3.661,0.278,107.119,4258.451,13966.739,439.432,132.527,820.571,9780.634,2758.802,,17977.289,1.361,2.887,0.082,53.194,1.517,4.737,9.903,43.669,1.245,128.135,3.654,34.82,0.993,62.834,1.792,,,628.236,0.42,0.532,0.583,0.042,0.71,0.461,0.874,0.091,1.385,0.827,1.44,0.873,,0.885,1.261,0.804,0.673,,1.261,0.005,0.007,0.013,0.001,347.306,166.139,3.097,2.472
2286,Argentina,1996,ARG,35513794,489406464000,2.422,0.068,131.15,5.873,4.688,176.25,7.304,4.323,4.963,0.36,0.268,3.693,0.268,0.2,3.114,0.088,134.316,3.782,0.274,109.541,4389.6,14142.989,442.546,134.678,878.113,9825.733,2824.722,,18568.533,1.343,2.151,0.061,57.542,1.62,4.835,9.879,45.1,1.27,124.795,3.514,35.221,0.992,65.921,1.856,,,657.128,0.381,0.541,0.582,0.035,0.697,0.463,0.868,0.09,1.358,0.847,1.434,0.867,,0.614,1.306,0.75,0.685,,1.251,0.006,0.007,0.014,0.001,350.828,171.693,3.167,2.415
2287,Argentina,1997,ARG,35947790,531526385664,3.169,0.088,136.553,5.404,4.12,186.306,10.057,5.706,5.183,0.351,0.28,3.799,0.257,0.205,2.807,0.078,143.625,3.995,0.27,112.71,4526.153,14329.296,445.353,136.883,939.616,9875.487,2891.59,,18560.299,1.251,2.206,0.061,61.504,1.711,4.961,9.969,49.753,1.384,125.23,3.484,35.465,0.987,66.868,1.86,,,664.755,0.478,0.56,0.586,0.031,0.688,0.465,0.863,0.089,1.332,0.87,1.425,0.862,,0.625,1.391,0.672,0.685,,1.241,0.006,0.007,0.014,0.001,358.378,178.338,7.072,5.179
2288,Argentina,1998,ARG,36372863,554567139328,3.283,0.09,139.32,2.767,2.026,195.334,9.027,4.845,5.37,0.352,0.284,3.83,0.251,0.202,3.155,0.087,147.704,4.061,0.266,115.993,4665.473,14524.63,448.508,138.576,1001.23,9931.502,2961.166,,18999.846,1.241,1.693,0.047,61.614,1.694,5.001,9.903,56.014,1.54,122.855,3.378,35.361,0.972,69.576,1.913,,,688.425,0.497,0.573,0.642,0.036,0.681,0.468,0.859,0.088,1.306,0.89,1.421,0.858,,0.503,1.379,0.912,0.704,,1.233,0.006,0.007,0.014,0.001,360.215,181.916,8.384,6.018
2289,Argentina,1999,ARG,36794686,538270597120,3.29,0.089,148.304,8.984,6.448,200.414,5.08,2.601,5.447,0.372,0.288,4.031,0.276,0.213,2.788,0.076,149.835,4.072,0.278,119.283,4813.777,14725.043,451.296,140.459,1068.849,9983.611,3033.889,,18990.684,1.293,1.883,0.051,67.619,1.838,5.256,10.196,52.11,1.416,127.468,3.464,35.733,0.971,72.723,1.976,,,696.066,0.475,0.597,0.649,0.031,0.673,0.471,0.855,0.087,1.284,0.913,1.416,0.854,,0.571,1.466,0.868,0.718,,1.226,0.006,0.008,0.014,0.001,375.176,193.402,1.531,1.032
2290,Argentina,2000,ARG,37213985,536480972800,2.771,0.074,143.469,-4.835,-3.26,196.018,-4.396,-2.193,5.267,0.365,0.281,3.855,0.267,0.205,2.36,0.063,142.078,3.818,0.265,122.054,4957.246,14921.062,453.656,141.925,1138.288,10036.16,3101.323,,18849.811,1.303,1.466,0.039,69.438,1.866,5.085,10.121,52.549,1.412,128.914,3.464,37.154,0.998,67.434,1.812,,,698.777,0.383,0.562,0.636,0.026,0.661,0.473,0.851,0.086,1.257,0.934,1.413,0.848,,0.422,1.462,0.992,0.657,,1.219,0.006,0.008,0.014,0.001,376.635,189.224,-1.391,-0.969
2291,Argentina,2001,ARG,37624818,514867265536,2.481,0.066,135.137,-8.332,-5.807,184.885,-11.133,-5.68,4.914,0.359,0.271,3.592,0.262,0.198,2.008,0.053,130.576,3.47,0.254,124.535,5092.383,15105.946,455.663,143.432,1203.095,10085.908,3165.657,,18210.119,1.326,1.507,0.04,64.807,1.722,4.81,9.973,49.748,1.322,128.149,3.406,36.639,0.974,64.334,1.71,,,682.524,0.328,0.526,0.607,0.022,0.648,0.475,0.847,0.085,1.234,0.95,1.411,0.842,,0.449,1.352,1.044,0.622,,1.213,0.006,0.008,0.014,0.001,375.235,180.983,-4.561,-3.375
2292,Argentina,2002,ARG,38029346,460558532608,1.729,0.045,124.931,-10.206,-7.552,304.011,119.125,64.432,7.994,0.66,0.465,3.285,0.271,0.191,1.579,0.042,82.186,2.161,0.178,126.264,5217.314,15409.957,457.243,144.941,1265.713,10264.988,3223.153,,17275.256,1.421,1.51,0.04,62.618,1.647,4.483,11.523,179.08,4.709,131.581,3.46,37.248,0.979,57.495,1.512,,,654.474,0.22,0.475,0.968,0.016,0.631,0.475,0.849,0.084,1.213,0.962,1.425,0.834,,0.465,1.268,3.492,0.556,,1.21,0.006,0.008,0.014,0.001,438.218,170.5,-42.745,-34.215
2293,Argentina,2003,ARG,38424284,503104143360,2.28,0.059,134.481,9.55,7.644,378.104,74.094,24.372,9.84,0.752,0.539,3.5,0.267,0.192,2.48,0.065,112.706,2.933,0.224,128.544,5351.795,15788.062,459.723,146.239,1334.781,10508.611,3282.508,,18326.521,1.394,1.297,0.034,69.068,1.798,4.744,12.918,243.623,6.34,140.466,3.656,41.097,1.07,59.355,1.545,,,701.506,0.264,0.486,1.12,0.024,0.616,0.475,0.854,0.083,1.19,0.976,1.447,0.827,,0.377,1.349,4.01,0.56,,1.208,0.006,0.008,0.015,0.001,496.371,182.279,-21.775,-16.192
2294,Argentina,2004,ARG,38815915,550306316288,2.701,0.07,157.049,22.568,16.782,443.884,65.78,17.397,11.436,0.807,0.596,4.046,0.285,0.211,2.532,0.065,133.358,3.436,0.242,131.245,5508.845,16231.945,462.255,147.329,1417.693,10795.446,3350.322,,19261.457,1.353,1.091,0.028,82.913,2.136,5.317,14.121,286.835,7.39,142.708,3.677,41.396,1.066,67.813,1.747,,,744.817,0.299,0.549,1.304,0.023,0.603,0.477,0.862,0.082,1.166,0.998,1.476,0.821,,0.318,1.569,5.308,0.617,,1.208,0.006,0.008,0.015,0.001,548.137,206.369,-23.691,-15.085
2295,Argentina,2005,ARG,39216787,601050382336,3.241,0.083,161.589,4.539,2.89,463.47,19.586,4.413,11.818,0.771,0.586,4.12,0.269,0.204,3.668,0.094,140.712,3.588,0.234,134.486,5670.433,16695.416,465.923,148.242,1499.661,11097.327,3422.121,,20232.844,1.315,0.913,0.023,81.967,2.09,5.324,14.33,301.882,7.698,140.585,3.585,41.023,1.046,71.8,1.831,,,790.507,0.335,0.546,1.343,0.032,0.591,0.478,0.871,0.081,1.142,1.017,1.507,0.817,,0.262,1.517,6.172,0.646,,1.208,0.006,0.008,0.015,0.001,561.961,208.781,-20.876,-12.919
2296,Argentina,2006,ARG,39622113,652296781824,3.764,0.095,174.309,12.72,7.872,469.515,6.045,1.304,11.85,0.72,0.565,4.399,0.267,0.21,3.968,0.1,150.954,3.81,0.231,138.25,5844.742,17164.932,469.891,149.041,1583.528,11392.534,3504.032,,21038.723,1.273,0.799,0.02,83.867,2.117,5.605,14.593,295.206,7.451,143.171,3.613,42.347,1.069,81.911,2.067,,,830.543,0.356,0.569,1.306,0.033,0.581,0.481,0.879,0.08,1.118,1.035,1.536,0.814,,0.23,1.509,5.536,0.73,,1.209,0.006,0.008,0.015,0.001,578.216,222.087,-23.355,-13.398
2297,Argentina,2007,ARG,40016766,714725195776,3.998,0.1,173.581,-0.728,-0.418,331.774,-137.741,-29.337,8.291,0.464,0.383,4.338,0.243,0.201,3.759,0.094,156.116,3.901,0.218,142.248,6018.323,17496.705,473.65,149.736,1670.705,11550.728,3581.983,,21708.369,1.211,0.695,0.017,87.178,2.179,5.424,12.734,158.193,3.953,139.471,3.485,44.563,1.114,77.952,1.948,,,865.645,0.353,0.55,0.918,0.029,0.571,0.483,0.88,0.079,1.095,1.053,1.547,0.811,,0.202,1.513,3.443,0.693,,1.207,0.006,0.009,0.016,0.001,509.561,217.045,-17.465,-10.062
2298,Argentina,2008,ARG,40424149,747157389312,3.99,0.099,187.342,13.761,7.928,275.777,-55.997,-16.878,6.822,0.369,0.314,4.634,0.251,0.214,3.975,0.098,172.774,4.274,0.231,146.238,6205.665,17772.482,477.625,150.335,1760.825,11639.162,3670.641,,21780.381,1.174,0.599,0.015,90.12,2.229,5.684,12.111,88.434,2.188,137.055,3.39,43.286,1.071,88.658,2.193,,,877.178,0.347,0.584,0.746,0.03,0.561,0.485,0.877,0.078,1.073,1.069,1.549,0.811,,0.179,1.521,1.812,0.791,,1.203,0.006,0.009,0.016,0.001,489.573,229.78,-14.568,-7.776
2299,Argentina,2009,ARG,40854832,705920827392,3.81,0.093,178.181,-9.162,-4.89,502.986,227.209,82.389,12.312,0.713,0.59,4.361,0.252,0.209,3.305,0.081,157.688,3.86,0.223,150.048,6383.846,18275.467,480.93,151.028,1848.818,11963.967,3753.021,,20954.273,1.208,0.693,0.017,87.993,2.154,5.369,14.222,324.805,7.95,130.646,3.198,38.026,0.931,82.38,2.016,,,852.511,0.322,0.565,1.366,0.025,0.55,0.487,0.886,0.076,1.053,1.085,1.581,0.809,,0.21,1.521,6.159,0.752,,1.202,0.006,0.009,0.016,0.001,581.036,219.347,-20.492,-11.501
2300,Argentina,2010,ARG,41288694,785785159680,4.178,0.101,185.946,7.765,4.358,422.125,-80.861,-16.076,10.224,0.537,0.478,4.504,0.237,0.21,4.082,0.099,171.837,4.162,0.219,154.226,6569.792,18697.594,485.012,151.641,1935.746,12200.145,3843.167,,21507.703,1.125,0.612,0.015,86.928,2.105,5.493,12.886,236.179,5.72,121.533,2.943,39.071,0.946,90.145,2.183,,,883.969,0.331,0.557,1.087,0.029,0.541,0.489,0.89,0.075,1.033,1.096,1.601,0.809,,0.179,1.396,4.304,0.796,,1.197,0.006,0.009,0.016,0.001,532.046,226.784,-14.109,-7.588
2301,Argentina,2011,ARG,41730655,837742690304,4.586,0.11,189.775,3.829,2.059,415.205,-6.919,-1.639,9.95,0.496,0.457,4.548,0.227,0.209,4.825,0.116,189.772,4.548,0.227,158.812,6759.567,19112.799,489.837,152.512,2028.332,12425.575,3930.073,,21894.867,1.085,0.872,0.021,92.586,2.219,5.519,12.702,225.43,5.402,120.203,2.88,40.158,0.962,86.906,2.083,,,909.091,0.337,0.55,1.044,0.033,0.531,0.49,0.892,0.074,1.014,1.108,1.619,0.808,,0.243,1.444,4.271,0.765,,1.191,0.006,0.009,0.016,0.001,530.076,230.298,-0.003,-0.002
2302,Argentina,2012,ARG,42161718,829147447296,4.184,0.099,191.362,1.587,0.836,338.238,-76.967,-18.537,8.022,0.408,0.358,4.539,0.231,0.203,5.078,0.12,189.757,4.501,0.229,162.996,6950.929,19451.035,494.916,153.643,2123.713,12572.452,4015.66,,22494.715,1.138,1.131,0.027,95.381,2.262,5.517,11.685,146.877,3.484,123.675,2.933,39.694,0.941,85.587,2.03,,,943.706,0.3,0.547,0.832,0.034,0.521,0.492,0.891,0.074,0.997,1.12,1.626,0.806,,0.3,1.456,2.599,0.745,,1.183,0.006,0.009,0.017,0.001,492.679,232.599,-1.605,-0.839
2303,Argentina,2013,ARG,42582454,849088348160,4.581,0.108,189.538,-1.824,-0.953,296.514,-41.724,-12.336,6.963,0.349,0.302,4.451,0.223,0.193,4.84,0.114,198.42,4.66,0.234,167.577,7140.467,19747.551,499.756,154.935,2215.051,12679.429,4103.147,,23152.588,1.156,1.291,0.03,91.338,2.145,5.416,10.938,106.976,2.512,124.986,2.935,41.114,0.966,87.487,2.055,,,981.398,0.315,0.537,0.734,0.032,0.512,0.493,0.888,0.073,0.981,1.129,1.629,0.805,,0.335,1.386,2.091,0.756,,1.176,0.006,0.01,0.017,0.001,465.765,230.62,8.882,4.686
2304,Argentina,2014,ARG,43024072,827750809600,4.336,0.101,188.397,-1.141,-0.602,347.882,51.368,17.324,8.086,0.42,0.355,4.379,0.228,0.192,5.536,0.129,185.183,4.304,0.224,171.913,7328.863,20095.434,505.292,156.323,2307.895,12838.914,4187.439,,22881.006,1.184,1.388,0.032,92.844,2.158,5.329,11.266,159.485,3.707,125.942,2.927,41.197,0.958,84.292,1.959,,,979.858,0.289,0.531,0.852,0.037,0.502,0.494,0.888,0.072,0.966,1.138,1.639,0.804,,0.359,1.4,2.956,0.726,,1.169,0.006,0.01,0.017,0.001,484.721,229.283,-3.213,-1.706
2305,Argentina,2015,ARG,43477009,850356666368,4.571,0.105,191.744,3.347,1.777,297.82,-50.062,-14.391,6.85,0.35,0.299,4.41,0.225,0.192,5.467,0.126,199.895,4.598,0.235,176.484,7520.607,20393.252,510.759,157.54,2401.43,12944.99,4274.394,,23046.873,1.172,1.218,0.028,93.535,2.151,5.376,10.384,106.076,2.44,126.093,2.9,40.864,0.94,86.954,2,,,996.94,0.315,0.542,0.728,0.037,0.495,0.495,0.885,0.071,0.951,1.146,1.641,0.802,,0.317,1.382,1.918,0.735,,1.16,0.006,0.01,0.017,0.001,451.467,233.735,8.151,4.251
2306,Argentina,2016,ARG,43900312,832669286400,4.029,0.092,189.92,-1.823,-0.951,286.691,-11.128,-3.737,6.531,0.344,0.289,4.326,0.228,0.191,4.192,0.095,187.187,4.264,0.225,180.513,7710.527,20679.943,514.951,158.382,2497.733,13041.76,4358.949,,22726.455,1.192,0.841,0.019,96.303,2.194,5.29,10.107,96.771,2.204,128.37,2.924,43.6,0.993,84.556,1.926,,,992.424,0.27,0.536,0.72,0.029,0.486,0.496,0.882,0.07,0.935,1.153,1.644,0.8,,0.225,1.385,2.196,0.707,,1.154,0.006,0.01,0.017,0.001,443.72,232.219,-2.734,-1.439
2307,Argentina,2017,ARG,44288898,856142118912,4.362,0.098,186.899,-3.022,-1.591,261.94,-24.752,-8.634,5.914,0.306,0.264,4.22,0.218,0.189,4.279,0.097,190.765,4.307,0.223,184.875,7897.426,20941.883,519.23,159.341,2594.175,13116.801,4439.805,,22503.818,1.158,0.96,0.022,96.442,2.178,5.186,9.519,75.041,1.694,132.716,2.997,46.019,1.039,80.856,1.826,,,991.397,0.289,0.519,0.651,0.029,0.478,0.496,0.878,0.07,0.919,1.16,1.644,0.797,,0.248,1.353,1.774,0.666,,1.146,0.006,0.01,0.017,0.001,421.577,229.678,3.866,2.068
2308,Argentina,2018,ARG,44654876,833736998912,4.369,0.098,180.599,-6.3,-3.371,284.019,22.079,8.429,6.36,0.341,0.289,4.044,0.217,0.183,4.356,0.098,177.63,3.978,0.213,189.244,8078.026,21225.902,523.586,160.7,2690.298,13220.221,4514.197,,22163.16,1.181,1.359,0.03,96.123,2.153,5.013,9.368,103.42,2.316,132.614,2.97,45.211,1.012,74.392,1.666,,,984.346,0.281,0.492,0.7,0.03,0.47,0.496,0.875,0.069,0.906,1.164,1.649,0.793,,0.334,1.287,2.69,0.607,,1.139,0.006,0.01,0.018,0.001,418.329,223.839,-2.969,-1.644
2309,Argentina,2019,ARG,44973468,817053892608,4.141,0.092,178.508,-2.091,-1.158,338.231,54.212,19.088,7.521,0.414,0.365,3.969,0.218,0.192,2.143,0.048,167.051,3.714,0.204,193.385,8256.533,21564.133,525.73,162.471,2785.904,13379.944,4589.043,,20725.168,1.135,1.771,0.039,95.606,2.126,4.948,9.716,159.723,3.552,133.37,2.966,46.945,1.044,74.847,1.664,,,927.358,0.255,0.481,0.827,0.015,0.462,0.496,0.874,0.068,0.894,1.167,1.661,0.789,,0.407,1.252,4.218,0.603,,1.132,0.006,0.01,0.018,0.001,436.947,222.523,-11.457,-6.418
2310,Argentina,2020,ARG,45191960,735814221824,3.508,0.078,165.121,-13.387,-7.499,284.349,-53.882,-15.931,6.292,0.386,0.327,3.654,0.224,0.19,3.224,0.071,156.844,3.471,0.213,196.893,8421.654,21848.482,528.954,164.457,2874.987,13499.173,4656.362,,19314.059,1.182,1.987,0.044,89.083,1.971,4.584,8.767,119.228,2.638,131.85,2.918,48.198,1.067,67.319,1.49,,,869.829,0.214,0.47,0.737,0.023,0.453,0.495,0.872,0.067,0.885,1.167,1.669,0.786,,0.495,1.178,3.467,0.614,,1.124,0.006,0.01,0.018,0.001,396.199,207.141,-8.277,-5.012
2311,Argentina,2021,ARG,45312283,812324159488,4.671,0.103,191.108,25.987,15.738,306.171,21.821,7.674,6.757,0.377,0.319,4.218,0.235,0.199,4.51,0.1,179.158,3.954,0.221,201.564,8612.763,22154.654,533.465,166.782,2968.06,13614.235,4742.892,,21168.963,1.18,2.325,0.051,93.073,2.054,5.155,9.195,115.063,2.539,129.182,2.851,48.22,1.064,86.529,1.91,,,958.463,0.275,0.517,0.755,0.03,0.446,0.496,0.871,0.066,0.879,1.167,1.676,0.785,,0.573,1.175,3.239,0.75,,1.116,0.006,0.011,0.018,0.001,416.624,233.603,-11.95,-6.253
2312,Argentina,2022,ARG,45407904,854914301952,5.063,0.111,204.081,12.973,6.788,316.751,10.581,3.456,6.976,0.371,0.308,4.494,0.239,0.198,4.78,0.105,195.194,4.299,0.228,206.627,8816.843,22471.404,538.244,168.977,3060.968,13726.906,4842.026,,22618.625,1.204,2.195,0.048,92.908,2.046,5.476,9.544,112.67,2.481,129.569,2.853,48.749,1.074,99.135,2.183,,,1029.381,0.316,0.547,0.776,0.031,0.442,0.497,0.869,0.066,0.872,1.168,1.683,0.786,,0.545,1.177,3.182,0.832,,1.109,0.006,0.011,0.018,0.001,433.366,248.641,-8.887,-4.355
