Unnamed: 0,country,year,iso_code,population,gdp,cement_co2,cement_co2_per_capita,co2,co2_growth_abs,co2_growth_prct,co2_including_luc,co2_including_luc_growth_abs,co2_including_luc_growth_prct,co2_including_luc_per_capita,co2_including_luc_per_gdp,co2_including_luc_per_unit_energy,co2_per_capita,co2_per_gdp,co2_per_unit_energy,coal_co2,coal_co2_per_capita,consumption_co2,consumption_co2_per_capita,consumption_co2_per_gdp,cumulative_cement_co2,cumulative_co2,cumulative_co2_including_luc,cumulative_coal_co2,cumulative_flaring_co2,cumulative_gas_co2,cumulative_luc_co2,cumulative_oil_co2,cumulative_other_co2,energy_per_capita,energy_per_gdp,flaring_co2,flaring_co2_per_capita,gas_co2,gas_co2_per_capita,ghg_excluding_lucf_per_capita,ghg_per_capita,land_use_change_co2,land_use_change_co2_per_capita,methane,methane_per_capita,nitrous_oxide,nitrous_oxide_per_capita,oil_co2,oil_co2_per_capita,other_co2_per_capita,other_industry_co2,primary_energy_consumption,share_global_cement_co2,share_global_co2,share_global_co2_including_luc,share_global_coal_co2,share_global_cumulative_cement_co2,share_global_cumulative_co2,share_global_cumulative_co2_including_luc,share_global_cumulative_coal_co2,share_global_cumulative_flaring_co2,share_global_cumulative_gas_co2,share_global_cumulative_luc_co2,share_global_cumulative_oil_co2,share_global_cumulative_other_co2,share_global_flaring_co2,share_global_gas_co2,share_global_luc_co2,share_global_oil_co2,share_global_other_co2,share_of_temperature_change_from_ghg,temperature_change_from_ch4,temperature_change_from_co2,temperature_change_from_ghg,temperature_change_from_n2o,total_ghg,total_ghg_excluding_lucf,trade_co2,trade_co2_share
13933,El Salvador,2012,SLV,6113976,46608113664,0.536,0.088,6.472,-0.028,-0.423,5.755,0.021,0.372,0.941,0.123,0.153,1.059,0.139,0.172,0.004,0.001,7.931,1.297,0.17,14.848,181.047,763.235,0.177,0,,648.51,166.021,,6096.506,0.806,0,0,,,1.448,1.724,-0.717,-0.117,4.125,0.675,1.347,0.22,5.932,0.97,,,37.562,0.038,0.018,0.014,0,0.047,0.013,0.035,0,0,,0.084,0.033,,0,,-0.013,0.052,,0.046,0,0,0.001,0,10.541,8.852,1.459,22.539
13934,El Salvador,2013,SLV,6138845,48017379328,0.466,0.076,6.094,-0.377,-5.832,4.863,-0.891,-15.489,0.792,0.101,0.133,0.993,0.127,0.167,0.004,0.001,7.879,1.283,0.164,15.315,187.141,768.099,0.181,0,,647.278,171.646,,5903.089,0.76,0,0,,,1.381,1.598,-1.231,-0.201,3.756,0.612,1.22,0.199,5.625,0.916,,,36.514,0.032,0.017,0.012,0,0.047,0.013,0.035,0,0,,0.083,0.034,,0,,-0.024,0.049,,0.045,0,0,0.001,0,9.811,8.479,1.785,29.282
13935,El Salvador,2014,SLV,6162953,49026875392,0.388,0.063,6.151,0.057,0.93,5.989,1.126,23.145,0.972,0.122,0.16,0.998,0.125,0.165,0.004,0.001,7.958,1.291,0.162,15.702,193.292,774.088,0.184,0,,647.116,177.406,,6015.019,0.762,0,0,,,1.384,1.791,-0.162,-0.026,3.999,0.649,1.151,0.187,5.76,0.935,,,37.35,0.026,0.017,0.015,0,0.046,0.013,0.034,0,0,,0.083,0.034,,0,,-0.003,0.05,,0.044,0,0,0.001,0,11.036,8.532,1.807,29.373
13936,El Salvador,2015,SLV,6183674,50319724544,0.384,0.062,6.668,0.517,8.399,6.104,0.115,1.917,0.987,0.121,0.158,1.078,0.133,0.173,0.004,0.001,8.578,1.387,0.17,16.086,199.96,780.191,0.188,0,,646.552,183.686,,6200.172,0.768,0,0,,,1.469,1.722,-0.564,-0.091,3.978,0.643,1.195,0.193,6.28,1.016,,,38.634,0.026,0.019,0.015,0,0.045,0.013,0.034,0,0,,0.082,0.034,,0,,-0.01,0.053,,0.044,0,0,0.001,0,10.648,9.086,1.91,28.648
13937,El Salvador,2016,SLV,6200805,51794878464,0.341,0.055,6.596,-0.072,-1.079,6.054,-0.049,-0.808,0.976,0.117,0.155,1.064,0.127,0.169,0.004,0.001,8.467,1.365,0.163,16.427,206.556,786.246,0.192,0,,646.011,189.937,,6231.595,0.752,0,0,,,1.457,1.647,-0.541,-0.087,3.845,0.62,1.122,0.181,6.251,1.008,,,38.951,0.023,0.019,0.015,0,0.044,0.013,0.034,0,0,,0.081,0.035,,0,,-0.012,0.052,,0.043,0,0,0.001,0,10.212,9.033,1.871,28.364
13938,El Salvador,2017,SLV,6213537,53295513600,0.349,0.056,5.97,-0.626,-9.492,5.554,-0.501,-8.272,0.894,0.104,0.144,0.961,0.112,0.154,0.004,0.001,7.81,1.257,0.147,16.776,212.526,791.8,0.195,0,,645.595,195.554,,6173.114,0.726,0,0,,,1.358,1.496,-0.416,-0.067,3.818,0.615,1.016,0.164,5.617,0.904,,,38.685,0.023,0.017,0.014,0,0.043,0.013,0.033,0,0,,0.081,0.035,,0,,-0.01,0.046,,0.043,0,0,0.001,0,9.298,8.436,1.84,30.823
13939,El Salvador,2018,SLV,6219801,55053058048,0.422,0.068,6.263,0.293,4.906,5.848,0.295,5.304,0.94,0.106,0.14,1.007,0.114,0.15,0.004,0.001,8.735,1.404,0.159,17.198,218.788,797.648,0.199,0,,645.181,201.391,,6645.676,0.758,0,0,,,1.406,1.525,-0.414,-0.067,3.665,0.589,1.07,0.172,5.837,0.938,,,41.711,0.027,0.017,0.014,0,0.043,0.013,0.033,0,0,,0.08,0.035,,0,,-0.011,0.048,,0.042,0,0,0.001,0,9.487,8.748,2.473,39.484
13940,El Salvador,2019,SLV,6222316,56393641984,0.496,0.08,7.553,1.29,20.606,7.188,1.339,22.903,1.155,0.127,0.157,1.214,0.134,0.165,0.004,0.001,9.485,1.524,0.168,17.695,226.341,804.835,0.203,0,,644.815,208.444,,7271.521,0.81,0,0,,,1.62,1.672,-0.365,-0.059,3.618,0.581,0.905,0.145,7.053,1.134,,,45.667,0.031,0.02,0.018,0,0.042,0.014,0.033,0,0,,0.08,0.036,,0,,-0.01,0.057,,0.042,0,0,0.001,0,10.405,10.079,1.932,25.582
13941,El Salvador,2020,SLV,6234680,51960807424,0.388,0.062,6.594,-0.959,-12.691,6.134,-1.054,-14.663,0.984,0.118,0.145,1.058,0.127,0.156,0,0,8.611,1.381,0.166,18.082,232.936,810.969,0.203,0,,644.354,214.651,,6715.608,0.813,0,0,,,1.461,1.444,-0.461,-0.074,3.733,0.599,0.991,0.159,6.207,0.996,,,42.26,0.024,0.019,0.016,0,0.042,0.014,0.032,0,0,,0.08,0.036,,0,,-0.013,0.057,,0.041,0,0,0.001,0,9.005,9.107,2.017,30.583
13942,El Salvador,2021,SLV,6255781,57771999232,0.415,0.066,7.581,0.987,14.966,7.167,1.033,16.845,1.146,0.124,0.16,1.212,0.131,0.17,0.004,0.001,9.687,1.548,0.168,18.497,240.517,818.136,0.206,0,0.004,643.94,221.81,,7076.433,0.773,0,0,0.004,0.001,1.621,1.628,-0.415,-0.066,3.732,0.597,1.067,0.171,7.159,1.144,,,44.682,0.024,0.02,0.018,0,0.041,0.014,0.032,0,0,0,0.079,0.037,,0,0,-0.012,0.062,,0.041,0,0,0.001,0,10.187,10.139,2.106,27.772
13943,El Salvador,2022,SLV,6280316,59270934528,0.415,0.066,7.8,0.219,2.886,7.396,0.229,3.193,1.178,0.125,,1.242,0.132,,0.003,0,9.902,1.577,0.167,18.912,248.318,825.532,0.209,0,0.012,643.535,229.185,,,,0,0,0.008,0.001,1.655,1.666,-0.405,-0.064,3.649,0.581,1.084,0.173,7.375,1.174,,,,0.026,0.021,0.018,0,0.04,0.014,0.032,0,0,0,0.079,0.037,,0,0,-0.011,0.062,,0.04,0,0,0.001,0,10.462,10.395,2.101,26.939
13944,El Salvador,2023,SLV,6309628,,0.415,0.066,8.23,0.43,5.514,7.844,0.449,6.066,1.243,,,1.304,,,0.003,0,,,,19.327,256.548,833.376,0.212,0,0.027,643.149,236.982,,,,0,0,0.015,0.002,1.718,1.713,-0.386,-0.061,3.704,0.587,1.08,0.171,7.797,1.236,,,,0.026,0.022,0.019,0,0.04,0.014,0.032,0,0,0,0.078,0.038,,0,0,-0.011,0.064,,0.04,0,0,0.001,0,10.809,10.841,,
19358,Guatemala,1981,GTM,7075650,42722222080,0.241,0.034,3.949,-0.543,-12.09,28.417,-0.335,-1.165,4.016,0.665,1.778,0.558,0.092,0.247,,,,,,3.704,68.154,2230.183,,,0.029,2335.211,63.798,,2230.171,0.374,,,0.029,0.004,1.121,5.676,24.468,3.458,7.321,1.035,1.759,0.249,3.679,0.52,,,15.98,0.059,0.021,0.119,,0.045,0.011,0.182,,,0,0.385,0.033,,,0.001,0.507,0.043,,0.155,0,0.001,0.001,0,40.161,7.935,,
19359,Guatemala,1982,GTM,7240248,41220648960,0.236,0.033,3.607,-0.343,-8.676,29.203,0.785,2.763,4.033,0.708,1.778,0.498,0.087,0.22,,,,,,3.94,71.761,2259.385,,,0.088,2360.806,67.11,,2240.31,0.399,,,0.059,0.008,1.072,5.99,25.596,3.535,7.261,1.003,1.829,0.253,3.312,0.457,,,16.428,0.058,0.019,0.125,,0.046,0.011,0.181,,,0,0.386,0.034,,,0.002,0.563,0.04,,0.154,0,0.001,0.001,0,43.369,7.758,,
19360,Guatemala,1983,GTM,7419642,40150564864,0.206,0.028,3.16,-0.447,-12.39,110.139,80.936,277.155,14.844,2.743,6.119,0.426,0.079,0.176,,,,,,4.146,74.92,2369.524,,,0.15,2467.785,70.001,,2396.189,0.448,,,0.062,0.008,1,16.664,106.979,14.418,7.71,1.039,1.819,0.245,2.891,0.39,,,18,0.05,0.017,0.463,,0.046,0.011,0.186,,,0,0.401,0.034,,,0.002,2.236,0.035,,0.158,0,0.001,0.001,0,123.641,7.422,,
19361,Guatemala,1984,GTM,7630684,40361218048,0.191,0.025,3.401,0.241,7.632,54.091,-56.048,-50.889,7.089,1.34,3.459,0.446,0.084,0.217,,,,,,4.338,78.321,2423.615,,,0.183,2518.475,73.177,,2026.029,0.387,,,0.033,0.004,1.011,9.869,50.69,6.643,7.637,1.001,1.822,0.239,3.177,0.416,,,15.639,0.045,0.017,0.214,,0.046,0.012,0.187,,,0,0.405,0.034,,,0.001,0.899,0.038,,0.16,0,0.001,0.001,0,75.31,7.718,,
19362,Guatemala,1985,GTM,7849691,40118652928,0.24,0.031,3.497,0.096,2.816,43.03,-11.06,-20.447,5.482,1.073,2.445,0.445,0.087,0.199,,,,,,4.577,81.818,2466.645,,,,2558.008,76.435,,2218.332,0.439,,,,,1.01,7.236,39.534,5.036,7.747,0.987,1.883,0.24,3.257,0.415,,,17.596,0.056,0.017,0.168,,0.046,0.012,0.187,,,,0.408,0.034,,,,0.747,0.039,,0.16,0,0.001,0.001,0,56.8,7.929,,
19363,Guatemala,1986,GTM,8070818,40163520512,0.29,0.036,3.665,0.168,4.797,33.109,-9.922,-23.058,4.102,0.824,1.74,0.454,0.091,0.193,,,,,,4.868,85.483,2499.754,,,0.205,2587.452,79.787,,2335.797,0.474,,,0.022,0.003,1.021,5.927,29.444,3.648,7.794,0.966,1.99,0.247,3.352,0.415,,,19.033,0.066,0.018,0.127,,0.047,0.012,0.185,,,0,0.409,0.034,,,0.001,0.533,0.039,,0.16,0,0.001,0.001,0,47.838,8.24,,
19364,Guatemala,1987,GTM,8296489,41599680512,0.588,0.071,3.918,0.254,6.926,99.126,66.018,199.397,11.948,2.383,5.175,0.472,0.094,0.205,,,,,,5.456,89.401,2598.88,,,0.242,2682.66,83.081,,2288.73,0.46,,,0.037,0.004,1.039,12.983,95.208,11.476,7.896,0.952,2.028,0.244,3.294,0.397,,,19.155,0.128,0.018,0.373,,0.05,0.012,0.189,,,0,0.421,0.034,,,0.001,1.783,0.038,,0.162,0,0.001,0.002,0,107.711,8.622,,
19365,Guatemala,1988,GTM,8532102,43210657792,0.352,0.041,4.075,0.157,4.004,55.261,-43.865,-44.252,6.477,1.279,2.631,0.478,0.094,0.194,,,,,,5.808,93.477,2654.141,,,0.267,2733.846,86.778,,2442.146,0.486,,,0.026,0.003,1.045,8.068,51.186,5.999,8.112,0.951,1.946,0.228,3.697,0.433,,,21.003,0.073,0.018,0.203,,0.051,0.012,0.189,,,0,0.425,0.035,,,0.001,0.99,0.041,,0.163,0,0.001,0.002,0,68.833,8.914,,
19366,Guatemala,1989,GTM,8775548,44912263168,0.382,0.043,4.188,0.113,2.77,42.624,-12.637,-22.867,4.857,0.949,1.941,0.477,0.093,0.191,,,,,,6.19,97.665,2696.766,,,0.286,2772.282,90.566,,2484.9,0.489,,,0.018,0.002,1.043,5.915,38.436,4.38,8.201,0.935,2.046,0.233,3.788,0.432,,,21.965,0.077,0.019,0.156,,0.053,0.012,0.189,,,0,0.428,0.035,,,0.001,0.776,0.042,,0.163,0,0.001,0.002,0,51.909,9.154,,
19367,Guatemala,1990,GTM,9024776,46309388288,0.725,0.08,4.972,0.784,18.722,37.179,-5.445,-12.774,4.12,0.803,1.586,0.551,0.107,0.212,,,6.785,0.752,0.147,6.915,102.637,2733.945,,,0.304,2804.49,94.795,,2580.391,0.506,,,0.018,0.002,1.122,5.184,32.207,3.569,8.403,0.931,2.177,0.241,4.229,0.469,,,23.442,0.147,0.022,0.134,,0.056,0.013,0.188,,,0,0.43,0.035,,,0,0.647,0.046,,0.162,0,0.001,0.002,0,46.788,10.128,1.813,36.462
19368,Guatemala,1991,GTM,9272590,47626498048,0.621,0.067,4.951,-0.021,-0.425,35.839,-1.341,-3.607,3.865,0.752,1.572,0.534,0.104,0.217,,,6.795,0.733,0.143,7.535,107.588,2769.783,,,0.319,2835.377,99.111,,2442.873,0.479,,,0.015,0.002,1.109,4.875,30.887,3.331,8.616,0.929,2.364,0.255,4.316,0.465,,,22.791,0.122,0.021,0.127,,0.059,0.013,0.186,,,0,0.431,0.036,,,0,0.621,0.044,,0.162,0,0.001,0.002,0,45.207,10.284,1.844,37.243
19369,Guatemala,1992,GTM,9522264,50269790208,0.603,0.063,5.919,0.968,19.553,65.777,29.938,83.537,6.908,1.308,2.622,0.622,0.118,0.236,,,8.088,0.849,0.161,8.138,113.507,2835.561,,,0.337,2895.235,104.409,,2619.808,0.499,,,0.018,0.002,1.198,7.439,59.858,6.286,9.037,0.949,2.458,0.258,5.298,0.556,,,25.089,0.114,0.026,0.237,,0.061,0.013,0.187,,,0,0.437,0.036,,,0,1.138,0.058,,0.163,0,0.001,0.002,0,70.839,11.408,2.168,36.634
19370,Guatemala,1993,GTM,9779762,52486733824,0.481,0.049,5.578,-0.341,-5.768,54.496,-11.281,-17.15,5.572,1.038,2.033,0.57,0.106,0.208,,,7.576,0.775,0.144,8.619,119.085,2890.057,,,0.355,2944.153,109.487,,2726.418,0.511,,,0.018,0.002,1.146,6.313,48.918,5.002,9.396,0.961,2.598,0.266,5.078,0.519,,,26.806,0.087,0.025,0.197,,0.062,0.014,0.188,,,0,0.441,0.037,,,0,0.984,0.055,,0.163,0,0.001,0.002,0,61.743,11.21,1.998,35.82
19371,Guatemala,1994,GTM,10043715,54315589632,0.515,0.051,6.751,1.173,21.037,58.446,3.95,7.248,5.819,1.076,1.953,0.672,0.124,0.226,,,8.62,0.858,0.159,9.135,125.836,2948.502,,0,0.374,2995.848,115.705,,2964.76,0.551,0,0,0.018,0.002,1.246,6.656,51.695,5.147,9.377,0.934,2.592,0.258,6.218,0.619,,,29.929,0.087,0.029,0.202,,0.063,0.014,0.188,,0,0,0.445,0.038,,0,0,0.878,0.067,,0.164,0,0.001,0.002,0,66.851,12.51,1.869,27.681
19372,Guatemala,1995,GTM,10312999,56765526016,0.494,0.048,7.079,0.327,4.849,45.524,-12.922,-22.109,4.414,0.802,1.422,0.686,0.125,0.221,,,9.156,0.888,0.161,9.629,132.915,2994.026,,0,0.396,3034.293,122.267,,3090.082,0.564,0,0,0.022,0.002,1.267,5.764,38.446,3.728,9.573,0.928,2.668,0.259,6.562,0.636,,,32.023,0.079,0.03,0.157,,0.064,0.014,0.187,,0,0,0.447,0.039,,0,0.001,0.708,0.07,,0.164,0,0.001,0.002,0,59.446,13.069,2.078,29.35
19373,Guatemala,1996,GTM,10583526,58480373760,0.467,0.044,6.571,-0.507,-7.169,57.04,11.515,25.295,5.389,0.975,1.722,0.621,0.112,0.198,,,8.797,0.831,0.15,10.096,139.486,3051.066,,0,0.418,3084.761,128.35,,3114.656,0.566,0,0,0.022,0.002,1.203,6.013,50.468,4.769,9.732,0.92,2.623,0.248,6.082,0.575,,,33.116,0.073,0.027,0.188,,0.064,0.015,0.187,,0,0,0.45,0.039,,0,0,0.839,0.063,,0.164,0,0.001,0.002,0,63.642,12.73,2.226,33.877
19374,Guatemala,1997,GTM,10857754,61054672896,0.548,0.05,7.502,0.931,14.164,80.441,23.402,41.027,7.409,1.318,2.249,0.691,0.123,0.21,,,10.183,0.938,0.167,10.643,146.988,3131.508,,0,0.44,3157.701,135.282,,3279.899,0.586,0,0,0.022,0.002,1.28,7.941,72.94,6.718,9.994,0.92,2.704,0.249,6.932,0.638,,,35.769,0.083,0.031,0.253,,0.065,0.015,0.189,,0,0,0.456,0.04,,0,0,0.985,0.071,,0.165,0,0.001,0.002,0,86.226,13.895,2.681,35.735
19375,Guatemala,1998,GTM,11139145,64142606336,0.641,0.058,8.639,1.138,15.163,71.414,-9.027,-11.222,6.411,1.113,1.698,0.776,0.135,0.205,,,12.044,1.081,0.188,11.284,155.627,3202.922,,0,,3220.476,143.28,,3761.163,0.656,0,0,,,1.381,7.164,62.775,5.636,10.24,0.919,2.756,0.247,7.999,0.718,,,42.065,0.097,0.036,0.235,,0.066,0.016,0.189,,0,,0.461,0.041,,0,,1.022,0.081,,0.166,0,0.001,0.002,0,79.804,15.385,3.405,39.408
19376,Guatemala,1999,GTM,11422977,66910785536,0.683,0.06,8.806,0.166,1.926,72.801,1.387,1.942,6.373,1.088,1.606,0.771,0.132,0.194,0.04,0.004,12.082,1.058,0.181,11.967,164.433,3275.723,0.663,0,,3284.471,151.363,,3953.918,0.677,0,0,,,1.387,6.758,63.995,5.602,10.725,0.939,2.932,0.257,8.083,0.708,,,45.326,0.099,0.035,0.236,0,0.067,0.016,0.19,0,0,,0.466,0.043,,0,,1.066,0.08,,0.167,0,0.001,0.002,0,77.2,15.843,3.276,37.201
19377,Guatemala,2000,GTM,11697592,68731617280,0.835,0.071,9.765,0.959,10.89,73.156,0.355,0.488,6.254,1.064,1.536,0.835,0.142,0.205,0.571,0.049,22.988,1.965,0.334,12.802,174.198,3348.879,1.235,0,,3347.863,159.721,,4058.544,0.693,0,0,,,1.444,6.538,63.392,5.419,10.859,0.928,2.928,0.25,8.358,0.715,,,47.631,0.115,0.038,0.237,0.006,0.069,0.017,0.191,0,0,,0.471,0.044,,0,,1.197,0.081,,0.168,0,0.002,0.002,0,76.479,16.886,13.223,135.415
19378,Guatemala,2001,GTM,11969424,70402334720,0.846,0.071,10.233,0.468,4.798,68.075,-5.082,-6.946,5.687,0.967,1.371,0.855,0.145,0.206,0.531,0.044,8.774,0.733,0.125,13.648,184.431,3416.954,1.766,0,,3405.705,168.577,,4133.946,0.705,0,0,,,1.463,6.782,57.842,4.832,11.187,0.935,2.985,0.249,8.856,0.74,,,49.645,0.112,0.04,0.223,0.006,0.071,0.017,0.192,0,0,,0.476,0.045,,0,,1.214,0.086,,0.169,0,0.002,0.002,0,81.171,17.507,-1.459,-14.256
19379,Guatemala,2002,GTM,12246922,73303957504,0.84,0.069,10.722,0.488,4.773,75.119,7.044,10.347,6.134,1.025,1.497,0.875,0.146,0.214,1.033,0.084,9.313,0.76,0.127,14.488,195.153,3492.073,2.799,0,,3470.102,177.426,,4082.936,0.685,0,0,,,1.521,6.977,64.397,5.258,11.881,0.97,3.079,0.251,8.849,0.723,,,50.179,0.107,0.041,0.239,0.011,0.072,0.018,0.192,0.001,0,,0.482,0.046,,0,,1.256,0.086,,0.17,0,0.002,0.002,0,85.448,18.631,-1.408,-13.134
19380,Guatemala,2003,GTM,12525844,75388395520,0.834,0.067,10.448,-0.274,-2.553,49.798,-25.32,-33.707,3.976,0.661,0.904,0.834,0.139,0.19,0.978,0.078,9.11,0.727,0.121,15.322,205.601,3541.871,3.778,0,,3509.452,186.062,,4382.797,0.731,0,0,,,1.494,5.537,39.35,3.142,11.881,0.949,3.447,0.275,8.636,0.689,,,55.094,0.097,0.038,0.148,0.009,0.073,0.018,0.192,0.001,0,,0.483,0.047,,0,,0.648,0.081,,0.17,0,0.002,0.002,0,69.356,18.717,-1.338,-12.808
19381,Guatemala,2004,GTM,12807410,78142889984,0.91,0.071,11.18,0.732,7.01,35.036,-14.763,-29.645,2.736,0.448,0.674,0.873,0.143,0.215,1.129,0.088,9.474,0.74,0.121,16.232,216.781,3576.907,4.906,0,,3533.307,195.204,,4045.296,0.665,0,0,,,1.528,4.539,23.855,1.863,12.192,0.952,3.399,0.265,9.142,0.714,,,51.992,0.101,0.039,0.103,0.01,0.075,0.019,0.19,0.001,0,,0.483,0.048,,0,,0.441,0.083,,0.17,0,0.002,0.002,0,58.136,19.569,-1.706,-15.259
19382,Guatemala,2005,GTM,13087638,80920961024,0.985,0.075,12.109,0.929,8.309,38.356,3.321,9.479,2.931,0.474,0.715,0.925,0.15,0.226,1.561,0.119,10.164,0.777,0.126,17.217,228.89,3615.263,6.467,0,,3559.554,204.767,,4087.143,0.663,0,0,,,1.588,4.508,26.247,2.005,12.672,0.968,3.638,0.278,9.563,0.731,,,53.676,0.102,0.041,0.111,0.014,0.076,0.019,0.189,0.001,0,,0.483,0.049,,0,,0.537,0.086,,0.17,0,0.002,0.002,0,59.001,20.781,-1.946,-16.067
19383,Guatemala,2006,GTM,13367454,85238079488,0.976,0.073,12.177,0.067,0.556,55.417,17.06,44.478,4.146,0.65,0.974,0.911,0.143,0.214,1.689,0.126,11.197,0.838,0.131,18.193,241.067,3670.68,8.156,0,,3602.795,214.278,,4242.915,0.668,0,0,,,1.57,5.346,43.24,3.235,12.928,0.967,3.518,0.263,9.512,0.712,,,56.908,0.092,0.04,0.154,0.014,0.076,0.02,0.188,0.001,0,,0.486,0.05,,0,,0.811,0.085,,0.17,0,0.002,0.002,0,71.459,20.981,-0.98,-8.048
19384,Guatemala,2007,GTM,13652042,90511917056,1.002,0.073,12.145,-0.032,-0.26,45.689,-9.727,-17.553,3.347,0.505,0.749,0.89,0.134,0.199,1.187,0.087,10.926,0.8,0.121,19.195,253.212,3716.369,9.343,0,,3636.339,224.234,,4454.024,0.674,0,0,,,1.56,4.811,33.544,2.457,13.594,0.996,3.666,0.269,9.956,0.729,,,61.005,0.088,0.039,0.126,0.009,0.077,0.02,0.187,0.002,0,,0.487,0.051,,0,,0.73,0.088,,0.17,0,0.002,0.002,0,65.682,21.293,-1.219,-10.04
19385,Guatemala,2008,GTM,13935173,93386252288,0.993,0.071,10.893,-1.252,-10.307,36.932,-8.757,-19.166,2.65,0.395,0.652,0.782,0.117,0.192,1.183,0.085,10.047,0.721,0.108,20.188,264.105,3753.302,10.526,0,,3662.378,232.951,,4052.934,0.607,0,0,,,1.452,4.188,26.039,1.869,14.036,1.007,3.369,0.242,8.717,0.626,,,56.658,0.086,0.034,0.1,0.009,0.077,0.021,0.185,0.002,0,,0.487,0.051,,0,,0.534,0.078,,0.17,0,0.002,0.002,0,58.364,20.232,-0.846,-7.77
19386,Guatemala,2009,GTM,14215615,93773783040,0.593,0.042,11.442,0.549,5.039,34.059,-2.874,-7.781,2.396,0.363,0.575,0.805,0.122,0.193,0.769,0.054,10.061,0.708,0.107,20.781,275.547,3787.36,11.296,0,,3684.995,243.03,,4154.522,0.632,0,0,,,1.486,3.925,22.617,1.591,14.574,1.025,3.793,0.267,10.08,0.709,,,59.241,0.05,0.036,0.093,0.006,0.076,0.021,0.184,0.002,0,,0.487,0.052,,0,,0.429,0.092,,0.169,0,0.002,0.002,0,55.794,21.122,-1.381,-12.073
19387,Guatemala,2010,GTM,14500117,96390291456,1.099,0.076,11.098,-0.344,-3.01,31.698,-2.361,-6.932,2.186,0.329,0.544,0.765,0.115,0.191,1.286,0.089,10.326,0.712,0.107,21.88,286.645,3819.058,12.582,0,,3705.595,251.743,,4004.347,0.604,0,0,,,1.444,3.754,20.6,1.421,14.999,1.034,3.908,0.27,8.713,0.601,,,58.236,0.087,0.033,0.082,0.009,0.077,0.021,0.182,0.002,0,,0.486,0.053,,0,,0.375,0.077,,0.169,0,0.002,0.002,0,54.426,20.939,-0.772,-6.956
19388,Guatemala,2011,GTM,14792122,100335198208,1.114,0.075,11.237,0.14,1.258,28.028,-3.67,-11.577,1.895,0.279,0.472,0.76,0.112,0.189,1.29,0.087,9.567,0.647,0.095,22.994,297.882,3847.086,13.871,0,,3722.386,260.577,,4004.556,0.592,0,0,,,1.445,3.416,16.791,1.135,15.187,1.027,4.178,0.282,8.834,0.597,,,59.401,0.082,0.033,0.07,0.009,0.077,0.022,0.18,0.002,0,,0.485,0.054,,0,,0.318,0.078,,0.168,0,0.002,0.002,0,50.523,21.376,-1.67,-14.86
19389,Guatemala,2012,GTM,15089639,103492747264,1.119,0.074,11.577,0.339,3.02,25.785,-2.243,-8.002,1.709,0.249,0.405,0.767,0.112,0.182,1.513,0.1,9.632,0.638,0.093,24.113,309.459,3872.871,15.385,0.019,,3736.594,269.503,,4204.253,0.615,0.019,0.001,,,1.456,3.253,14.208,0.942,15.578,1.032,4.205,0.279,8.926,0.591,,,63.603,0.08,0.033,0.063,0.01,0.077,0.022,0.177,0.002,0,,0.483,0.054,,0.005,,0.251,0.078,,0.168,0.001,0.002,0.002,0,49.092,21.97,-1.945,-16.802
19390,Guatemala,2013,GTM,15387341,107099471872,1.154,0.075,12.812,1.235,10.668,35.658,9.873,38.29,2.317,0.333,0.524,0.833,0.12,0.188,2.59,0.168,10.732,0.697,0.1,25.267,322.27,3908.529,17.975,0.047,,3759.441,278.542,,4409.617,0.635,0.028,0.002,,,1.528,3.637,22.846,1.485,15.945,1.036,4.272,0.278,9.039,0.587,,,68.008,0.079,0.036,0.088,0.017,0.077,0.022,0.176,0.003,0,,0.483,0.055,,0.007,,0.447,0.078,,0.167,0.001,0.002,0.002,0,55.971,23.515,-2.08,-16.232
19391,Guatemala,2014,GTM,15681725,111858966528,1.357,0.087,13.827,1.015,7.926,56.08,20.422,57.272,3.576,0.501,0.782,0.882,0.124,0.193,2.799,0.179,11.401,0.727,0.102,26.624,336.097,3964.61,20.774,0.089,,3801.694,288.171,,4562.104,0.641,0.042,0.003,,,1.585,4.795,42.253,2.694,16.475,1.051,4.218,0.269,9.629,0.614,,,71.688,0.09,0.039,0.137,0.019,0.078,0.023,0.175,0.003,0.001,,0.485,0.055,,0.011,,0.783,0.083,,0.167,0.001,0.002,0.002,0,75.202,24.849,-2.426,-17.547
19392,Guatemala,2015,GTM,15971745,116436246528,1.423,0.089,15.952,2.125,15.367,48.148,-7.932,-14.144,3.015,0.414,0.601,0.999,0.137,0.199,4.012,0.251,13.431,0.841,0.115,28.046,352.049,4012.758,24.787,0.152,,3833.89,298.624,,5002.62,0.687,0.064,0.004,,,1.71,4.38,32.196,2.016,16.928,1.06,4.423,0.277,10.453,0.654,,,80.047,0.098,0.045,0.118,0.027,0.079,0.023,0.174,0.003,0.001,,0.486,0.056,,0.017,,0.582,0.088,,0.167,0.001,0.002,0.002,0,69.961,27.318,-2.521,-15.806
